Language	Filename	Relationships	Speaker_ID	Text	Gloss	Translation	Word_Order	Position_LexVerb	Wordform_A	Wordform_P	Gloss_A	Gloss_P	Case_A	Case_P	Person_A	Person_P	Semantics_A	Semantics_P	Structure_A	Structure_P	Length_A_Syl	Length_P_Syl	Length_A_Words	Length_P_Words	DiscourseStatus_A	DiscourseStatus_P	SituationStatus_A	SituationStatus_P	Verb_Lemma	Semantics_Verb	Tense_Aspect	Utterance_Type	Clause	Formal_Ambiguity	Ditransitive	Idiomatic	FirstArg_Role	FirstArg_Discourse	FirstArg_Situation	Exclude
German	FR_E_00187	Family	FR_S_00622	ich hab' ja auch keine Möglichkeit die Schier an's Auto anzubringen	I.NOM.SG have.SG well also no.ACC.SG possibility.ACC.SG the.ACC.PL ski-ACC.PL on.the.ACC.SG car attach	There is no way for me to attach the skis to the car	AVP	Middle	ich	keine Möglichkeit die Schier an's Auto anzubringen	I.NOM.SG	no.ACC.SG possibility.ACC.SG the.ACC.PL ski-ACC.PL on-the.ACC.SG car attach	A_only	Ambiguous	1	3	human	inanimate	Pronoun	NP	1	15	1	7	Mentioned_far	New_familiar	Present_salient	Absent_familiar	haben	noncausal	Present	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
German	FR_E_00124	NotClear_ConversationPartners	FR_S_00413	ich hab' jetzt 'n Horror davor	I have.SG really a.ACC horror.ACC for.that	I am really afraid of that	AVP	Middle	ich	n Horror	I.NOM.SG	a.ACC/NOM horror.ACC/NOM	A_only	Ambiguous	1	3	human	inanimate	Pronoun	NP	1	3	1	2	Mentioned_far	New_familiar	Present_salient	Absent_familiar	haben	noncausal	Present	declarative	main	Unambiguous	No	Yes	A	More_Accessible	More_Accessible	No
German	FOLK_E_00027	Couple	FOLK_S_00182	ich hätte jetzt gern 'ne Linsensuppe	I.NOM.SG would.have-SG now gladly a.ACC lentil.soup.ACC.SG	I would like to have a lentil soup now	AVP	Middle	ich	ne Linsensuppe	I.NOM.SG	a.ACC/NOM lentil.soup.ACC/NOM.SG	A_only	Ambiguous	1	2	human	inanimate	Pronoun	NP	1	5	1	2	Mentioned_far	Mentioned_far	Present_salient	Absent_familiar	haben	noncausal	Present	declarative	main	Unambiguous	No	No	A	Same_Accessibility	More_Accessible	No
German	FOLK_E_00026	Colleagues	FOLK_S_00046	ich hatte keine Lust ihn noch zu fragen	I.NOM.SG have.SG no.ACC.SG pleasure.ACC.SG CLAUSE	I did not want to ask him anymore	AVP	Middle	ich	keine Lust ihn noch zu fragen	I.NOM.SG	no.ACC/NOM.SG pleasure.ACC/NOM.SG he.ACC.SG even to ask	A_only	P_only	1	3	human	inanimate	Pronoun	NP	1	8	1	6	Mentioned_far	Mentioned_far	Present_salient	Absent_familiar	haben	noncausal	Past	declarative	main	Unambiguous	No	No	A	Same_Accessibility	More_Accessible	No
German	FOLK_E_00021	Friends	FOLK_S_00043	ich kauf' die Ersatzspieler die sich auch noch verletzen	I.NOM.SG buy.SG the.ACC.PL substitute.player.ACC.PL CLAUSE	I buy the substitute players who even get injured	AVP	Middle	ich	die Ersatzspieler die sich auch noch verletzen	I.NOM.SG	the.ACC/NOM.PL substitute.player.ACC.PL/NOM.PL who.NOM/ACC.PL/SG themselves.ACC also additionally hurt-PL	A_only	Ambiguous	1	3	human	human	Pronoun	Clause	1	12	1	7	Mentioned_far	New_familiar	Present_salient	Inferable_salient	causal	causal	Present	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
German	FR_E_00025	StudyColleagues	FR_S_00102	ich kenn' da sagenhafte Beispiele	I.NOM.SG know.SG there incredible.ACC-PL example.ACC-PL	I know incredible examples for this	AVP	Middle	ich	sagenhafte Beispiele	I.NOM.SG	incredible-ACC/NOM.PL example-ACC/NOM.PL	A_only	Ambiguous	1	3	human	inanimate	Pronoun	NP	1	7	1	2	Mentioned_far	New_unfamiliar	Present_salient	Absent_unfamiliar	kennen	noncausal	Present	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
German	FR_E_00215	Salesman&Customer	FR_S_00790	ich mache keine Vergleichswerbung	I.NOM.SG do-SG no-ACC.SG comparative.advertising.ACC.SG	I do not do comparative advertising	AVP	Middle	ich	keine Vergleichswerbung	I.NOM.SG	no-ACC/NOM.SG comparative.advertising.ACC/NOM.SG	A_only	Ambiguous	1	3	human	inanimate	Pronoun	NP	1	6	1	2	Mentioned_far	New_familiar	Present_salient	Absent_familiar	machen	noncausal	Present	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
German	FOLK_E_00080	Friends	FOLK_S_00466	ich nehm' jetzt 'n Weißwein	I.NOM.SG take.SG now a.ACC white.wine.ACC.SG	I take white wine	AVP	Middle	ich	n Weißwein	I.NOM.SG	a.ACC/NOM white.wine.ACC/NOM.SG	A_only	Ambiguous	1	3	human	inanimate	Pronoun	NP	1	3	1	2	Mentioned_far	Inferable_far	Present_salient	Present_nonsalient	nehmen	noncausal	Present	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
German	FR_E_00187	Family	FR_S_00621	ich sah gestern einen Schönen	I.NOM.SG saw.SG yesterday a.ACC beautiful.one.ACC.SG	I saw a beautiful one yesterday	AVP	Middle	ich	einen Schönen	I.NOM.SG	a.ACC beautiful.one.ACC.SG	A_only	P_only	1	3	human	inanimate	Pronoun	NP	1	4	1	2	Mentioned_far	Mentioned_close	Present_salient	Absent_familiar	sehen	noncausal	Past	declarative	main	Unambiguous	No	No	A	Less_Accessible	More_Accessible	No
German	FR_E_00025	StudyColleagues	FR_S_00088	ich stelle mir die Frage ob es sich lohnt tausendfünfhundert Schwestern von den Philippinen hierherzubringen	I.NOM.SG pose-SG I.DAT.SG the.ACC.SG question.ACC.SG CLAUSE	I wonder whether it pays off to bring 1500 nurses from the Philippines here	AVP	Middle	ich	die Frage ob es sich lohnt tausendfünfhundert Schwestern von den Philippinen hierherzubringen	I.NOM.SG	the.ACC/NOM.SG question.ACC/NOM.SG if it.NOM.SG itself.ACC.SG pay.off-SG thousand.five.hundred.ACC nurse.ACC-PL from the.ACC.PL Philippines.ACC to.bring.here	A_only	Ambiguous	1	3	human	inanimate	Pronoun	NP	1	24	1	14	Mentioned_far	Inferable_far	Present_salient	Present_salient	stellen	causal	Present	declarative	main	Unambiguous	Yes	No	A	More_Accessible	Same_Accessibility	No
German	FOLK_E_00026	Colleagues	FOLK_S_00048	ich überlege ob du mir g'rad eine Frage gestellt hast	I.NOM.SG think.about.SG CLAUSE	I am wondering whether you just asked me a question	AVP	Middle	ich	ob du mir g'rad eine Frage gestellt hast	I.NOM.SG	whether you.NOM.SG I.DAT.SG just a.ACC/NOM question.ACC/NOM.SG ask have.SG	A_only	Ambiguous	1	3	human	inanimate	Pronoun	Clause	1	11	1	8	Inferable_close	Inferable_close	Absent_familiar	Absent_unfamiliar	überlegen	noncausal	Present	declarative	main	Unambiguous	No	No	A	Same_Accessibility	More_Accessible	No
German	FOLK_E_00026	Colleagues	FOLK_S_00049	ich versteh' das schon 'n Stück weit	I.NOM.SG understand.SG that.ACC.SG well a.ACC.SG bit.ACC.SG far	I do understand that partially	AVP	Middle	ich	das	I.NOM.SG	that.ACC/NOM.SG	A_only	Ambiguous	1	3	human	inanimate	Pronoun	Determiner	1	1	1	1	Mentioned_far	Mentioned_far	Present_salient	Absent_familiar	verstehen	noncausal	Present	declarative	main	Unambiguous	No	No	A	Same_Accessibility	More_Accessible	No
German	FR_E_00025	StudyColleagues	FR_S_00102	ich weiß nicht ob das ein Assistenzarzt macht	I.NOM.SG know.SG not CLAUSE	I don't know if a medical assistant can do that	AVP	Middle	ich	ob das ein Assistenzarzt macht	I.NOM.SG	if that.ACC.SG a.NOM medical.assistant.NOM do-SG	A_only	Ambiguous	1	3	human	inanimate	Pronoun	Clause	1	8	1	5	Mentioned_close	Mentioned_close	Present_salient	Absent_unfamiliar	wissen	noncausal	Present	declarative	main	Unambiguous	No	No	A	Same_Accessibility	More_Accessible	No
German	FOLK_E_00027	Couple	FOLK_S_00182	ich weiß nicht ob ich so viel Gemüse will	I.NOM.SG know.SG not CLAUSE	I don't know if I want this many vegetables	AVP	Middle	ich	ob ich so viel Gemüse will	I.NOM.SG	if I.NOM.SG so much.ACC/NOM/DAT vegetable.ACC/NOM/DAT want.SG	A_only	Ambiguous	1	3	human	inanimate	Pronoun	Clause	1	8	1	6	Mentioned_far	New_unfamiliar	Present_salient	Absent_unfamiliar	wissen	noncausal	Present	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
German	FR_E_00124	NotClear_ConversationPartners	FR_S_00412	ich zahl' ja jetzt hundertzehn Mark	I.NOM.SG pay.SG well now one.hundred.and.ten.ACC Mark.ACC.PL	I pay one hundred and ten Mark now	AVP	Middle	ich	hundertzehn Mark	I.NOM.SG	one.hundred.and.ten.ACC/NOM Mark.ACC/NOM	A_only	Ambiguous	1	3	human	inanimate	Pronoun	NP	1	4	1	2	Mentioned_far	New_familiar	Present_salient	Absent_familiar	zahlen	noncausal	Present	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
German	FOLK_E_00021	Friends	FOLK_S_00043	jeder rechnet sein' eigenen Scheiß	everybody.NOM calculate-SG their-ACC.SG own-ACC.SG crap.ACC	everyone does their own maths	AVP	Middle	jeder	sein' eigenen Scheiß	everybody.NOM	their-ACC.SG own-ACC.SG crap.ACC	A_only	P_only	3	3	human	inanimate	Pronoun	NP	2	5	1	3	New_familiar	New_familiar	Present_salient	Inferable_salient	rechnen	noncausal	Present	declarative	main	Unambiguous	No	Yes	A	Same_Accessibility	More_Accessible	No
German	FR_E_00124	NotClear_ConversationPartners	FR_S_00413	man spart da ja auch Kraft	one.NOM save-SG there well also strength.ACC.SG	one also saves energy by that	AVP	Middle	man	Kraft	one.NOM	strength.ACC/NOM	A_only	Ambiguous	3	3	human	inanimate	Pronoun	BareNoun	1	1	1	1	Non-referential	New_familiar	Non-referential	Present_nonsalient	sparen	noncausal	Present	declarative	main	Unambiguous	No	No	A	No_Comparison	No_Comparison	No
German	FOLK_E_00080	Friends	FOLK_S_00466	ne ich trink' jetzt 'n Weißwein	no I.NOM.SG drink.SG now a.ACC white.wine.ACC	no, I drink a white wine now	AVP	Middle	ich	n Weißwein	I.NOM.SG	a.ACC/NOM white.wine.ACC/NOM.SG	A_only	Ambiguous	1	3	human	inanimate	Pronoun	NP	1	3	1	2	Mentioned_close	Mentioned_far	Present_salient	Present_salient	trinken	causal	Present	declarative	main	Unambiguous	No	No	A	More_Accessible	Same_Accessibility	No
German	FOLK_E_00021	Friends	FOLK_S_00042	nee ich mach' hier 'ne Komplettliste	no I.NOM.SG make.SG here a.ACC.SG complete.list.ACC.SG	no, I create a full list here	AVP	Middle	ich	ne Komplettliste	I.NOM.SG	a.ACC/NOM complete.list.ACC/NOM.SG	A_only	Ambiguous	1	3	human	inanimate	Pronoun	NP	1	5	1	2	Mentioned_close	New_familiar	Present_salient	Present_salient	machen	causal	Present	declarative	main	Unambiguous	No	No	A	More_Accessible	Same_Accessibility	No
German	FR_E_00187	Family	FR_S_00622	nur die Mutter hat 'nen starken Willen	only the.NOM.SG mother.NOM.SG have-SG a.ACC strong.ACC.SG will.ACC	only the mother has a strong will	AVP	Middle	die Mutter	nen starken Willen	the.NOM/ACC.SG mother.NOM/ACC.SG	a.ACC strong.ACC.SG will.ACC	Ambiguous	P_only	3	3	human	inanimate	NP	NP	3	5	2	3	Mentioned_far	New_familiar	Present_salient	Present_salient	haben	noncausal	Present	declarative	main	Unambiguous	No	No	A	More_Accessible	Same_Accessibility	No
German	FOLK_E_00346	Couple&Friend	FOLK_S_00995	ob sie dann anfängt zu studieren	whether she.NOM.SG then begin-SG to study	whether she wants to start studying	AVP	Middle	sie	zu studieren	she.NOM/ACC	to study	Ambiguous	Ambiguous	3	3	human	inanimate	Pronoun	Clause	1	3	1	2	Mentioned_close	New_familiar	Inferable_salient	Absent_familiar	anfangen	causal	Present	declarative	subordinate	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
German	FR_E_00025	StudyColleagues	FR_S_00102	sie bekommt keinen Überstundentarif	she.NOM.SG get no-ACC.SG overtime.rate.ACC.SG	she does not get overtime paid	AVP	Middle	sie	keinen Überstundentarif	she.NOM/ACC	no.ACC.SG overtime.rate.ACC.SG	Ambiguous	P_only	3	3	human	inanimate	Pronoun	NP	1	8	1	2	Mentioned_far	Mentioned_close	Absent_familiar	Absent_familiar	bekommen	noncausal	Present	declarative	main	Unambiguous	No	No	A	Less_Accessible	Same_Accessibility	No
German	FOLK_E_00026	Colleagues	FOLK_S_00046	sie fordert nichts	she.NOM.SG demand.SG nothing.ACC	she demands nothing	AVP	Middle	sie	nichts	she.NOM/ACC	nothing.ACC/NOM/DAT	Ambiguous	Ambiguous	3	3	human	inanimate	Pronoun	Pronoun	1	1	1	1	Mentioned_close	Non-referential	Absent_familiar	Non-referential	fordern	noncausal	Present	declarative	main	Ambiguous	No	No	A	No_Comparison	No_Comparison	No
German	FOLK_E_00346	Couple&Friend	FOLK_S_00995	sie hat auch 'n Freund jetzt	she.NOM.SG have-SG also a.ACC boyfriend.ACC.SG now	she also has a boyfriend now	AVP	Middle	sie	n Freund	she.NOM/ACC	a.ACC/NOM boyfriend.ACC/NOM.SG	Ambiguous	Ambiguous	3	3	human	human	Pronoun	NP	1	2	1	2	Mentioned_close	Inferable_close	Inferable_salient	Absent_unfamiliar	haben	noncausal	Present	declarative	main	Ambiguous	No	No	A	More_Accessible	More_Accessible	No
German	FOLK_E_00080	Friends	FOLK_S_00467	Sie kriegen von mir zwei Euro die ich hier auf'm Boden	you.NOM get-PL from I.DAT.SG two.ACC euro.ACC which I.NOM.SG here on-the.DAT.SG floor	you get two euros from me which I (found) here on the floor	AVP	Middle	Sie	zwei Euro die ich hier auf'm Boden	you.NOM/ACC	two.ACC/NOM euro.ACC/NOM which I.NOM.SG here on-the.DAT.SG floor	Ambiguous	Ambiguous	2	3	human	inanimate	Pronoun	NP	1	10	1	7	Inferable_close	New_familiar	Present_salient	Present_salient	kriegen	noncausal	Present	declarative	main	Unambiguous	No	No	A	More_Accessible	Same_Accessibility	No
German	FOLK_E_00020	Family	FOLK_S_00033	und die Leute betonen das R immer so	and the.NOM.PL people.NOM emphasize-PL the.ACC.SG r.ACC.SG always so.strongly	and people always emphasize the r so strongly (in pronunciation)	AVP	Middle	die Leute	das R	the.NOM/ACC.PL people.NOM/GEN/ACC.PL	the.ACC/NOM.SG r.ACC/NOM	A_only	Ambiguous	1	3	human	inanimate	NP	NP	3	2	2	2	New_familiar	Inferable_far	Absent_familiar	Inferable_nonsalient	betonen	causal	Present	declarative	main	Unambiguous	No	No	A	Less_Accessible	Less_Accessible	No
German	FOLK_E_00027	Couple	FOLK_S_00182	und du machst nur noch Wasser rein oder was	and you.NOM.SG make-SG just still water.ACC into or what	and you just add water or what?	AVP	Middle	du	Wasser	you.NOM.SG	water.ACC/NOM/DAT	A_only	Ambiguous	2	3	human	inanimate	Pronoun	BareNoun	1	2	1	1	Non-referential	New_familiar	Non-referential	Inferable_nonsalient	machen	noncausal	Present	interrogative	main	Unambiguous	No	No	A	No_Comparison	No_Comparison	No
German	FR_E_00215	Salesman&Customer	FR_S_00075	und Sie kochen das noch	and you.NOM cook-PL that.ACC.SG still	and you still cook that?	AVP	Middle	Sie	das	you.NOM	that.ACC/NOM.SG	Ambiguous	Ambiguous	2	3	human	inanimate	Pronoun	Determiner	1	1	1	1	Inferable_far	Mentioned_far	Present_salient	Present_salient	kochen	causal	Present	interrogative	main	Unambiguous	No	No	A	Less_Accessible	Same_Accessibility	No
German	FR_E_00030	StudyColleagues	FR_S_00121	und sie nimmt Stellung zu den Problemen der Ehe	and she.NOM.SG take-SG position.ACC to the.DAT.PL problem.DAT-PL the.GEN.SG marriage.GEN.SG	and it takes a stand on the problems of marriage	AVP	Middle	sie	Stellung zu den Problemen der Ehe	she.NOM/ACC	position.ACC to the.DAT.PL problem.DAT-PL the.GEN.SG marriage.GEN.SG	Ambiguous	P_only	3	3	inanimate	inanimate	Pronoun	NP	1	10	1	6	Mentioned_close	Inferable_close	Absent_familiar	Absent_familiar	nehmen	noncausal	Present	declarative	main	Unambiguous	No	Yes	A	More_Accessible	Same_Accessibility	No
German	FR_E_00124	NotClear_ConversationPartners	FR_S_00414	und wir wissen ja gar nicht ob wir's abwohnen	and we.NOM.PL know-PL well absolutely not CLAUSE	and we do not know at all if we will make it shabby	AVP	Middle	wir	ob wir's abwohnen	we.NOM.PL	if we.NOM.PL-it.ACC.SG live.off-PL	A_only	Ambiguous	1	3	human	inanimate	Pronoun	Clause	1	5	1	3	Inferable_far	New_familiar	Inferable_salient	Absent_familiar	wissen	noncausal	Present	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
German	FOLK_E_00026	Colleagues	FOLK_S_00046	weil das Pferd macht viel Arbeit	because the.NOM.SG horse.NOM.SG do.SG much.ACC.SG work.ACC.SG	because the horse does a lot of work	AVP	Middle	das Pferd	viel Arbeit	the.NOM/ACC.SG horse.NOM/DAT/ACC.SG	much.ACC/NOM.SG work.ACC/NOM.SG	Ambiguous	Ambiguous	3	3	other_animate	inanimate	NP	NP	2	3	2	2	Mentioned_close	Inferable_close	Absent_familiar	Absent_familiar	machen	causal	Present	declarative	main	Ambiguous	No	No	A	More_Accessible	Same_Accessibility	No
German	FOLK_E_00027	Couple	FOLK_S_00186	weil meine Mutter weiß dass du hier bist	because my.NOM.SG mother.NOM.SG know.SG CLAUSE	because my mother knows that you are here	AVP	Middle	meine Mutter	dass du hier bist	my-NOM/ACC.SG mother.NOM/ACC.SG	that you.NOM.SG here be.SG	Ambiguous	Ambiguous	3	3	human	inanimate	NP	Clause	4	4	2	4	Mentioned_far	New_familiar	Inferable_salient	Inferable_salient	wissen	noncausal	Present	declarative	subordinate	Ambiguous	No	No	A	More_Accessible	Same_Accessibility	No
German	FOLK_E_00026	Colleagues	FOLK_S_00048	wenn er einfach net mitkriegt was da von ihm verlangt wird	if he.NOM.SG simply not understand.SG CLAUSE	if he simply does not understand what is being asked of him	AVP	Middle	er	was da von ihm verlangt wird	he.NOM.SG	what.ACC/NOM there from he.DAT.SG demand be.SG	A_only	Ambiguous	3	3	human	inanimate	Pronoun	Clause	1	7	1	6	Mentioned_far	Mentioned_close	Absent_familiar	Absent_familiar	mitkriegen	noncausal	Present	declarative	subordinate	Unambiguous	No	No	A	Less_Accessible	Same_Accessibility	No
German	FOLK_E_00026	Colleagues	FOLK_S_00047	wenn ich mir so anguck' was den Kerl interessiert	when I.NOM.SG I.DAT.SG so look.at.SG CLAUSE	looking at what this guy is interested in	AVP	Middle	ich	was den Kerl interessiert	I.NOM.SG	what.NOM the.ACC guy.ACC interest	A_only	Ambiguous	1	3	human	inanimate	Pronoun	Clause	1	7	1	4	Mentioned_close	Mentioned_far	Present_salient	Absent_familiar	angucken	noncausal	Present	declarative	subordinate	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
German	FR_E_00124	NotClear_ConversationPartners	FR_S_00413	wenn ich mir so vorstelle dass ich dreitausend Mark oder so wo hinlegen muss um 'ne Wohnung zu bekommen	when I.NOM.SG I.DAT.SG so imagine-SG CLAUSE	when I imagine having to pay about three thousand Mark to get an apartment	AVP	Middle	ich	dass ich dreitausend Mark oder so wo hinlegen muss um 'ne Wohnung zu bekommen	I.NOM.SG	that I.NOM.SG three.thousand.ACC Mark.ACC.PL or so where put.down must.SG to a.ACC apartment.ACC.SG to get	A_only	Ambiguous	1	3	human	inanimate	Pronoun	Clause	1	22	1	14	Mentioned_far	New_familiar	Present_salient	Absent_familiar	vorstellen	noncausal	Present	declarative	subordinate	Unambiguous	Yes	No	A	More_Accessible	More_Accessible	No
German	FOLK_E_00021	Friends	FOLK_S_00045	wenn ich siebzehn sage	if I.NOM.SG seventeen.ACC say	if I say seventeen	AVP	Middle	ich	siebzehn	I.NOM.SG	seventeen.ACC/NOM	A_only	Ambiguous	1	3	human	inanimate	Pronoun	BareNoun	1	2	1	1	New_familiar	Inferable_far	Present_salient	Inferable_salient	sagen	noncausal	Present	declarative	subordinate	Unambiguous	No	No	A	Less_Accessible	More_Accessible	No
German	FR_E_00124	NotClear_ConversationPartners	FR_S_00414	wir hatten so viel verschiedene Bilder nachher	we.NOM.PL have-PL so much different-ACC.PL picture-ACC.PL afterwards	we had so many different pictures in the end	AVP	Middle	wir	so viel verschiedene Bilder	we.NOM.PL	so much different-ACC/NOM.PL picture-ACC/NOM.PL	A_only	Ambiguous	1	3	human	inanimate	Pronoun	NP	1	8	1	4	Mentioned_close	Inferable_close	Inferable_salient	Absent_unfamiliar	haben	noncausal	Past	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
German	FR_E_00198	Colleagues	FR_S_00661	wir wollen ja auch Zuwachs	we.NOM.PL want-PL well also growth.ACC	we do also want growth	AVP	Middle	wir	Zuwachs	we.NOM.PL	growth.ACC/NOM/DAT	A_only	Ambiguous	1	3	human	inanimate	Pronoun	BareNoun	1	2	1	1	Mentioned_far	New_familiar	Present_salient	Absent_familiar	wollen	noncausal	Present	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
German	FR_E_00030	StudyColleagues	FR_S_00088	wo die beiden einsehen dass es ein Fehlschlag war	where the.NOM.PL both.NOM realize-PL that it.NOM.SG a.NOM failure.NOM is.SG	when they both realize that it was a mistake	AVP	Middle	die beiden	dass es ein Fehlschlag war	the.NOM/ACC.PL both.NOM/ACC	that it.NOM/ACC.SG a.NOM/ACC mistake.NOM/ACC.SG is.SG	Ambiguous	Ambiguous	3	3	human	inanimate	NP	Clause	3	6	2	5	Mentioned_far	New_familiar	Absent_familiar	Absent_familiar	einsehen	noncausal	Present	declarative	subordinate	Unambiguous	No	No	A	More_Accessible	Same_Accessibility	No
German	FOLK_E_00026	Colleagues	FOLK_S_00049	wo er zeigt dass es ihm gefällt	where he.NOM.SG show.SG that it.NOM.SG he.DAT.SG like.SG	where he shows that he likes it	AVP	Middle	er	dass es ihm gefällt	he.NOM.SG	that it.NOM.SG he.DAT.SG like.SG	A_only	Ambiguous	3	3	human	inanimate	Pronoun	Clause	1	5	1	4	Mentioned_close	New_unfamiliar	Absent_familiar	Absent_unfamiliar	zeigen	noncausal	Present	declarative	subordinate	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
German	FOLK_E_00026	Colleagues	FOLK_S_00046	der setzt ihr bestimmt so 'n Hütchen auf	this.one.NOM.SG put.SG she.DAT certainly such a.ACC little.hat.ACC.SG on	he certainly puts a little hat on her head	AVPV	Middle	der	so 'n Hütchen	this.one.NOM.SG	such a.ACC/NOM little.hat.ACC/NOM.PL	A_only	Ambiguous	3	3	human	inanimate	Determiner	NP	1	4	1	3	Mentioned_far	Inferable_close	Absent_familiar	Absent_familiar	aufsetzen	causal	Present	declarative	main	Unambiguous	Yes	No	A	More_Accessible	Same_Accessibility	No
German	FR_E_00124	NotClear_ConversationPartners	FR_S_00414	die Griechen tragen ihnen das nach	the.NOM.SG Greek-NOM.SG carry they.DAT.PL that.ACC.SG after	the Greek bring it to them	AVPV	Middle	die Griechen	das	the.NOM/ACC.PL Greek-NOM/ACC.PL	that.ACC/NOM.SG	Ambiguous	Ambiguous	3	3	human	inanimate	NP	Determiner	3	1	2	1	Mentioned_close	Mentioned_far	Absent_familiar	Absent_familiar	nachtragen	causal	Present	declarative	main	Unambiguous	No	No	A	More_Accessible	Same_Accessibility	No
German	FOLK_E_00027	Couple	FOLK_S_00182	du schmeißt das süße Stückchen weg	you.NOM.SG throw-SG the.ACC.SG sweet.ACC.SG little.piece.ACC.SG away	you throw away the pastry	AVPV	Middle	du	das süße Stückchen	you.NOM.SG	the.ACC/NOM.SG sweet.ACC/NOM.SG piece.ACC/NOM.SG	A_only	Ambiguous	2	3	human	inanimate	Pronoun	NP	1	5	1	3	Mentioned_far	Mentioned_far	Present_salient	Present_salient	wegschmeißen	causal	Present	declarative	main	Unambiguous	No	No	A	Same_Accessibility	Same_Accessibility	No
German	FR_E_00215	Salesman&Customer	FR_S_00790	ich führe jetzt schon sechzehn Jahre diese Töpfe vor	I.NOM.SG present.STEM-SG now alreadz sixteen year-PL these-ACC.PL pot-ACC.PL present.PARTICLE	I have been presenting these pots for sixteen years now	AVPV	Middle	ich	diese Töpfe	I.NOM.SG	these.ACC/NOM.PL pot-ACC/NOM.PL	A_only	Ambiguous	1	3	human	inanimate	Pronoun	NP	1	4	1	2	Mentioned_close	Inferable_far	Present_salient	Present_salient	vorführen	noncausal	Present	declarative	main	Unambiguous	No	No	A	More_Accessible	Same_Accessibility	No
German	FOLK_E_00027	Couple	FOLK_S_00186	ich tau' mir dann 'ne Scheibe Brot auf	I.NOM.SG (de-)frost.SG myself then a.ACC slice.ACC.SG bread.ACC de(-frost)	I will defrost a slice of bread later	AVPV	Middle	ich	ne Scheibe Brot	I.NOM.SG	a.ACC/NOM slice.ACC/NOM.SG bread.ACC/NOM	A_only	Ambiguous	1	3	human	inanimate	Pronoun	NP	1	4	1	3	Mentioned_far	Inferable_far	Present_salient	Inferable_salient	auftauen	causal	Present	declarative	main	Unambiguous	Yes	No	A	More_Accessible	More_Accessible	No
German	FOLK_E_00026	Colleagues	FOLK_S_00047	was macht der NAME eigentlich in seinem Leben Sinnvolles	what.ACC do.SG the.NOM.SG NAME.NOM.SG actuallz in his.DAT.SG life.DAT reasonable.ACC.SG	which reasonable things does NAME actually do in his life?	P1VAP1	Middle	der NAME	was Sinnvolles	the.NOM.SG NAME	something.ACC/NOM reasonable-ACC/NOM.SG	A_only	Ambiguous	3	3	human	inanimate	Pronoun	NP	2	4	2	2	Mentioned_close	Mentioned_far	Absent_familiar	Absent_familiar	machen	noncausal	Present	interrogative	main	Unambiguous	No	No	P	More_Accessible	Same_Accessibility	QW_RP
German	FOLK_E_00021	Friends	FOLK_S_00045	was packst denn du da für 'ne Geheimwaffe aus	what.ACC unpack.STEM-SG INTJ you.NOM.SG here for a.ACC secret.weapon.ACC.SG unpack.PARTICLE	what kind of secret weapon are you revealing there	P1VAP2V	Middle	du	was für 'ne Geheimwaffe	you.NOM.SG	what.ACC/NOM for a.ACC/NOM Geheimwaffe.ACC/NOM.SG	A_only	Ambiguous	2	3	human	inanimate	Pronoun	NP	1	7	1	4	Mentioned_far	New_unfamiliar	Present_salient	Present_salient	auspacken	causal	Present	interrogative	main	Unambiguous	No	Yes	P	Less_Accessible	Same_Accessibility	QW_RP
German	FR_E_00124	NotClear_ConversationPartners	FR_S_00412	die ich eventuell kriegen kann	which.ACC I.NOM.SG maybe get can.SG	that I can maybe get	PAV	Final	ich	die	I.NOM.SG	which.ACC/NOM	A_only	Ambiguous	1	3	human	inanimate	Pronoun	Determiner	1	1	1	1	Mentioned_far	Mentioned_close	Present_salient	Absent_unfamiliar	kriegen	causal	Present	declarative	subordinate	Unambiguous	No	No	P	More_Accessible	Less_Accessible	QW_RP
German	FR_E_00025	StudyColleagues	FR_S_00102	ob das ein Assistenzarzt macht	if that.ACC.SG a.NOM medical.assistant.NOM do-SG	if a medical assistant does that	PAV	Final	ein Assistenzarzt	das	a.NOM medical.assistant.NOM.SG	that.ACC/NOM.SG	A_only	Ambiguous	3	3	human	inanimate	NP	Determiner	5	1	2	1	Mentioned_far	Mentioned_far	Absent_familiar	Absent_familiar	machen	noncausal	Present	declarative	subordinate	Unambiguous	No	No	P	Same_Accessibility	Same_Accessibility	No
